name;address;description;image;link;contact;likes
Le Metropolis;Rue du pont des halles, 94150, Rungis, France;Situé à Rungis, à quelques kilomètres de la capitale, le club Le Métropolis est le plus grand complexe d'Ile-de-France qui attire de nombreux noctambules parisiens en soif de fête et de bon moment à passer ! Pour chacune de ses cinq salles, une ambiance différente y correspond. Du club dj au club électro en passant par le temple de la tecktonik, la boîte de nuit Le Métropolis s'affirme comme étant l'endroit incontournable des soirées clubbing ! Et bonne surprise... L'entrée avant 23h est libre pour tous les clubbers !;http://a3.parisbouge-res.cloudinary.com/image/upload/s--OSdbIAF0--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/zixo3rshf5wxxelxxv6f.jpg;http://www.parisbouge.com/place/93;146868666;496
Le O'Sullivans;92, Boulevard de Clichy, 75018, Paris, France;Situé en plein cœur du 18ème arrondissement parisien, au 92 Boulevard de Clichy le pub O'Sullivans remplace l'ancien MCM Café. Aujourd'hui devenu un des pubs incontournables de la capitale avec l'Indiana, le Café Oz de leurs nombreux homologues, le pub O'Sullivans propose des bières et des cocktails très variés sur sa carte, à boire en happy hour ou en soirée après avoir mangé un bon burger ou sur le pouce avant de partir en soirée. Cheers !;http://a3.parisbouge-res.cloudinary.com/image/upload/s--QjKEKtjp--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/rilydmbdxtst0aldymls.jpg;http://www.parisbouge.com/place/94;153090849;22
l'Etoile;12, rue de Presbourg, 75016, Paris, France;Le club l’Etoile est désormais fermé.;;http://www.parisbouge.com/place/99;145007870;222
Le Garden Elysée;4, rue Arsène Houssaye, 75008, Paris, France;Tout petit club en haut des Champs-Elysées, à tendance r'n'b, groove et un peu house.;;http://www.parisbouge.com/place/100;145612020;190
Le Batofar;11, quai Francois Mauriac, 75013, Paris, France;"Le Batofar est un petit bateau ancré dans le 13ème en face de la bibliothèque Francois-Miterrand. Il est tout rouge et a un gros phare sur la tête, vous ne pouvez donc pas le rater. Le Batofar est une salle de concert et un club. C'est une référence à Paris en matière d'électro, de techno et des autres nouvelles tendances musicales.
Le Batofar dispose également d'une grande terrasse chauffée pour prendre l'air, et de juin à septembre, le Batofar installe sur le quai sa ""plage"" avec buvette, snack et trasats.
Le club du Batofar est ouvert du mercredi au samedi. L'entrée est gratuite le mercredi et jeudi, et 10€ le week end.
Les concerts au Batofar sont habituellement les mardis, mercredis et jeudis en début de soirée. Surveillez la programmation dans l'agenda.
Le restaurant du Batofar est ouvert du mardi au samedi
Service du midi, de 12h30 à 14h30, service du soir, de 19h30 à 23h30
Reservation restaurant au 01 53 60 17 00";http://a1.parisbouge-res.cloudinary.com/image/upload/s--BdOExK46--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/kwbsk4nkpemrnxvxhjlc.jpg;http://www.parisbouge.com/place/103;971255061;423
Le Pulp;25 boulevard Poissonnière, 75002, Paris, France;Ex-enseigne électro de Paris, ce club a été démoli en 2007.;;http://www.parisbouge.com/place/104;140260193;116
La Flèche d'Or;102, rue de Bagnolet, 75020, Paris, France;"Située en plein cœur du 20ème arrondissement au 102 rue de Bagnolet, La Flèche d'Or, endroit branché de l'Est parisien, est à la fois un restaurant, un bar, un club et une salle de concerts, à tendance électro et rock. Un gros must de La Flèche d'Or, c'est qu'en plus d'être un endroit sympa, l'entrée est souvent gratuite.
Le restaurant de La Flèche d'Or est ouvert les soirs de concerts ou de soirées. Service continu de 20h à minuit. Compter environ 10€ / 15€.";http://a4.parisbouge-res.cloudinary.com/image/upload/s---w7ZbVz0--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/ygiegtgbrjtydw2kjt4i.jpg;http://www.parisbouge.com/place/106;144640102;203
Le Bataclan;50, boulevard Voltaire, 75011, Paris, France;Salle mythique à Paris, le Bataclan est situé en plein cœur du 11ème arrondissement parisien et accueille des concerts, des soirées et des spectacles. Le Bataclan, qui s'appelait à l'origine Ba-Ta-Clan, est une salle de spectacle parisienne édifiée par l'architecte Charles Duval en 1864. Sa décoration chic parisienne a fait du Bataclan un lieu incontournable où spectacles, soirées privées, one-man shows et autres événements culturels ont lieu régulièrement.;http://a5.parisbouge-res.cloudinary.com/image/upload/s--CYUwVL15--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/yzfpgcbnb2kdny30zpxj.jpg;http://www.parisbouge.com/place/107;;218
Le Cabaret Sauvage;59, boulevard Macdonald, 75019, Paris, France;;http://a3.parisbouge-res.cloudinary.com/image/upload/s--r6vcCvyv--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/gm9feydpi7gacturmvjk.jpg;http://www.parisbouge.com/place/123;142090109;132
Le Wagg;62 rue Mazarine, 75006, Paris, France;Installé à la place du Whisky à Go Go, le Wagg vous propose de faire la fête dans sa cave voûtée. Ce petit club intime et class’ du 6ème arrondissement a un sound system très performant et passe des playlists qui oscillent entre soul et funk. Ici le décor est épuré et des pierres sont incrustées sur les murs.;;http://www.parisbouge.com/place/126;155422200;302
Bercy - POPB;8, boulevard Bercy, 75012, Paris, France;;http://a3.parisbouge-res.cloudinary.com/image/upload/s--0VykBQtV--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/guzlomsdhobm7nbsxlcc.jpg;http://www.parisbouge.com/place/131;;56
L'OPA;9, rue Biscornet, 75012, Paris, France;"OPA pour Offre Publique d'Ambiance.
L'alternative à Bastille, un bar club et bar live à la fois dans un Loft façon NY, sur plusieurs niveaux et mezzanines.
L'OPA est ouvert du mardi au jeudi de 20h à 2h et de 21h à 6h le week end.";http://a4.parisbouge-res.cloudinary.com/image/upload/s--9UCpLS-c--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/piqo1rot6bo7ut0pqprx.jpg;http://www.parisbouge.com/place/133;146281290;108
L'Espace 56 - Tour Montparnasse;33 avenue du Maine, 75015, Paris, France;Comme son nom l'indique, une belle salle panoramique au 56e étage de la tour Montparnasse. Une belle occasion d'admirer Paris la nuit tout en faisant la fête !;http://a4.parisbouge-res.cloudinary.com/image/upload/s--823Tbfmb--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/wauepss6mffhtrkufx0p.jpg;http://www.parisbouge.com/place/135;;57
La Scène Bastille;2, bis rue des Taillandiers, 75011, Paris, France;"La Scène Bastille a fermé ses portes pour laisser place au Badaboum le 31 octobre 2103.
La Scène Bastille est un club à programmation très orientée house/électro et hip-hop, soul funk, selon les soirées. Vous pourrez aussi vous y rendre pour des concerts.";;http://www.parisbouge.com/place/142;148065070;193
la Galerie;161 rue montmartre, 75002, Paris, France;La Galerie est depuis fin Janvier 2009, le Player, un bar sportif;;http://www.parisbouge.com/place/144;;194
Les Caves Lechapelais;7, rue Lechapelais, 75017, Paris, France;2 salles de capacité moyenne en sous-sol et comme son nom l'indique, ce sont 2 salles voûtées de pierre. Très underground !;http://a2.parisbouge-res.cloudinary.com/image/upload/s--1hUPoh-Q--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/zhbbtangzc1i77toumtg.jpg;http://www.parisbouge.com/place/155;;23
Le Milliardaire;66 Boulevard Gouvion-Saint-Cyr, 75017, Paris, France;Le Milliardaire déménage des Champs Elysées et fait peau neuve. Rendez-vous début février 2012 pour la réouverture du club.;;http://www.parisbouge.com/place/161;;93
Le Palacio;42, rue Maurice Gunsbourg, 94200, Ivry sur seine, France;Le Palacio, c'est deux salles pour deux ambiances, sur 2 000 mètres carrés, et en plus sur trois niveaux (la grande salle sur 2 étages), aux portes de Paris (en face des quais de Bercy). Situé à Ivry sur Seine, dans le département 94, Le Palacip est un club qui rythme vos soirées au son des hits de ces vingt dernières années, nuancés de musique du monde (raï, ragga, zouk). Digne d'un véritable club parisien, Le Palacio mixe son groove (50%) et house (50%) pour des nuits mouvementées.;http://a1.parisbouge-res.cloudinary.com/image/upload/s--_1G_xKEh--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/tzbacspwtrpgrjtpvrza.jpg;http://www.parisbouge.com/place/164;146702525;100
Le Hard Rock Café;14, Boulevard Montmartre, 75009, Paris, France;"Le Hard Rock Café est une chaîne de restaurants légendaires à la déco rock’n’roll. De Paris à Dallas, Le Hard Rock Café n’est jamais loin. Un lieu plutôt cool pour les amateurs de musique qui veulent se poser un peu, boire un verre, acheter un t-shirt floqué et profiter des guitares accrochées aux murs. Bienvenue dans l’univers légendaire du rock ! Le Hard Rock Café est le lieu où se rendre quand on aime le rock’n’roll et la cuisine américaine.
Le restaurant du Hard Rock Café est ouvert de lundi à dimanche de 11h45 à 23h45. Le bar du Hard Rock Café est ouvert du lundi au dimanche de 11h45 à 01h. Comptez entre 15€ et 20€ pour manger au Hard Rock Café.";http://a1.parisbouge-res.cloudinary.com/image/upload/s--fDDF-hqN--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/lu6dvib8q68ne0hztzze.jpg;http://www.parisbouge.com/place/169;153246000;69
Le Truskel;12, rue Feydeau, 75002, Paris, France;"Indie Pop Bar.
La première chose qu'on se demande quand on rentre au Truskel, c'est, comment des groupes comme les Strokes ou les Franz Ferdinand ont pu faire leurs after shows ici, ok c'est pas si petit que çà mais çà n'est pas si grand non plus ! Comme quoi ça n'est pas la taille qui compte... En tout cas, amateurs de musique anglaise, c'est ici que vous devez venir boire votre pinte, et danser lors des mini-soirées avec dj's, qui ont lieu le week-end. Attention, comme le veut la tradition anglaise, les mecs sont souvent bourrés et chiants en fin de soirée, fuyez un peu avant la fermeture pour éviter de vous prendre une pinte en pleine gueule à la trainspotting. Dernière chose, goûtez la vodka tatin, une vodka au goût de ... tarte tatin.
Ouvert du mardi au samedi, de 20h à 5h et veilles de jours fériés.
Entrée gratuite.";;http://www.parisbouge.com/place/170;;73
Le Footsie;10, rue Daunou , 75002, Paris, France;"Le Footsie est la traduction anglaise de notre CAC 40. Autant dire que lorsqu'on entre dans cet endroit atypique, on se croirait à la Bourse ! C'est un bar ludique où chaque consommation est donc cotée : à vous de surveiller l'écran plasma qui indique à quel moment votre choix de boisson est le moins cher et au moment venu, tous à vos commandes ! Méfiez-vous des cracks boursiers, ils tombent régulièrement dans la soirée. C'est drôle, à faire entre amis, un soir de désœuvrement. Ambiance pleinement conviviale, clientèle hétéroclite pour cette authentique pub avec ses riches boiseries et ses hauts plafonds (jetez un coup d'oeil au plafond en bois peint et dorures). Le tout ambiancé par de la musique branchée, on y avale des clubs-sandwiches ou des entrecôtes-salade.
Le Footsie est ouvert tous les jours de 12h à 16h et de 18h à 2h (4h le week end).";;http://www.parisbouge.com/place/172;142600720;26
l'Alcazar;62 rue Mazarine, 75006, Paris, France;"Jeu de paume au XVIIe siècle, imprimerie au XVIIIe siècle, puis célèbre cabaret, l'Alcazar a été repris en novembre 1998 par Sir Terence Conran qui vous invite dans cette brasserie contemporaine avec sa mezzanine et son bar branché.
Dîner à deux ou en bande d'amis, venez vous installer sous la verrière, dans ce cadre chaleureux. Une cuisine traditionnelle : poissons, viandes rouges et blanches ...
Juste envie d'un verre, profitez du bar lounge de la mezzanine.
Brunch le dimanche de 12h à 15h (30€ et 15 € pour les enfants).
Possibilité les week-ends d'accéder directement au Wagg, le club de l'Alcazar, juste en-dessous.
Comptez entre 25 et 50 € / personne.
Ouvert de 12h à 14h30 et de 19h à 1h du matin.";http://a3.parisbouge-res.cloudinary.com/image/upload/s--rx1OayZZ--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/lpzvatmck1ocyxtserkc.jpg;http://www.parisbouge.com/place/174;153101999;31
Le Tanjia;23, rue de Ponthieu, 75008, Paris, France;Club désormais fermé.;;http://www.parisbouge.com/place/176;;32
Le Follow Me;24, rue Keller, 75011, Paris, France;Le Follow Me n'existe plus.;;http://www.parisbouge.com/place/177;;51
Le Red Light;34 rue du Départ, 75015, Paris, France;"Le Red Light, anciennement l'Enfer est un des gros établissements house à Paris.
Le Red Light est ouvert uniquement le week-end sauf parfois, et exeptionnellement, pour des soirées d'écoles la semaine.";http://a3.parisbouge-res.cloudinary.com/image/upload/s--jdhb19gP--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/vln5g60c3aqnpn9u6rw1.jpg;http://www.parisbouge.com/place/178;142799453;523
Le Wax;15, rue Daval, 75011, Paris, France;"Ce lieu est fermé
Bienvenue dans le pied-à-terre parisien d'Austin Power, en tout cas si ce n'est pas chez lui, ca aurait pu l'être vu la déco plastique cuir orange et bulle très 70's. Plutôt lounge en début de soirée, place aux dj's et à la fête aux tendances soul et funk dès 23h et ce, jusqu'à 5h les vendredis et samedis. Une institution du quartier Bastille.
Ouvert du mercredi au dimanche de 21h à 2h, et jusqu'à 5h les vendredis et samedis.";;http://www.parisbouge.com/place/182;140211616;67
Le Sir Winston;5, rue Presbourg, 75016, Paris, France;"D'inspiration indo-british (redécoré par Jonathan Amar en 2001), le Sir Winston se pose royalement à deux pas de l'Arc de Triomphe. Deux étages/deux ambiances ! En haut, on se sent comme dans un fumoir, gros canapés en cuir élimé, couleur bois chocolat, on y vient dîner et boire un verre, l'ambiance y est feutrée mais le dimanche, il faut y aller aussi pour le brunch ! Les baies vitrées font entrer la lumière et on peut profiter de mini concerts tendance plutôt jazzy. En revanche, le sous-sol est véritablement dédié à la nuit et la luxure, avec ses banquettes léopard entrecroisées et sa lumière tamisée, c'est confiné et plus qu'intimiste. Le Sir Winston est un pub ""so british"" où l'on propose aussi une cuisine traditionnelle modernisée teintée d'épices indiennes, et un brunch le dimanche (15-30 €)
Le Sir Winston est ouvert tous les jours de 9h à 4h.";http://a3.parisbouge-res.cloudinary.com/image/upload/s--rgZEKTAJ--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/wfnfhpdptftp79iqxp3s.jpg;http://www.parisbouge.com/place/184;140671737;23
Le Six Seven;65-67, rue Pierre Charron, 75008, Paris, France;"Le Six Seven est fermé.
Le Six Seven est un de ces nombreux clubs des champs R'n'B et House. Le Six Seven a ouvert au RdC, son restaurant, le 1st floor, idéal pour profiter, les beaux jours de la terrasse pour déjeuner ou boire un verre.";;http://www.parisbouge.com/place/192;158562051;416
Planet Hollywood;78, av des Champs Elysées, 75008, Paris, France;Etablissement fermé;;http://www.parisbouge.com/place/197;;36
le Plaza Madeleine;8 boulevard de la Madeleine, 75009, Paris, France;"2010 : Nouvelle déco et nouveau nom, rendez-vous sur la page du <a href=""/club/paris/938/culture-hall"">Culture Hall</a> pour plus d'informations.
Le plaza Madeleine est un club très class qui se loue pour tout type de soirées.
Trop class, tout rouge, plein de petits coins intimes tout autour de petits escaliers et un éclairage très joli. Ce club est nominé parmi les plus beaux clubs chaque année, aux Trophés de la Nuit et c'est justifié.
Vous y trouverez les jeudis des after work de 19h à 1h, les vendredis et samedis des soirées étudiantes généralistes et parfois des tea dance gay les dimanches.";http://a4.parisbouge-res.cloudinary.com/image/upload/s--5hWmypy7--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/ljclcp8qemzxk7bant43.jpg;http://www.parisbouge.com/place/198;142662278;160
Le Carmen;34 rue Duperré, 75009, Paris, France;"C'est l'ancien ""La Poste"" pour ceux qui connaissent, c'est également l'ancien hôtel particulier de Georges Bizet ou il composa l'opéra ... 
Classé monument historique, Carmen change de direction et réouvre désormais en bar à cocktails. Des cocktails du 19ème siècles revisités ou d'alcools rares que le barman prend un malin plaisir à shaker selon l' humeur du moment, la saison ou la personnalité du client
Les boiseries Renaissance, les colonnes majestueuses et l'étourdissante hauteur sous plafond de cette ancienne maison close ont été sublimés par le gentleman décorateur Antoine Platteau.
Des lumières tamisées, des salons discrets, un confortable lit de repos viennent souligner le côté feutré et l'esprit intimiste de ce lieu unique.
A la direction artistique, Eveline (djette et créatrice de sacs) et Céline Brugnon (co-fondatrice de la galerie La B.A.N.K), venues d'univers différents, elles ont à coeur de faire s'illuminer le Carmen avec une programmation musicale écléctique et pointue : Concerts acoustiques, soirées autour du piano, Djs, performers et after-shows d'artistes.";http://a1.parisbouge-res.cloudinary.com/image/upload/s--45j1lZ6Q--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/elrfmoiqczsvq2wdxeog.jpg;http://www.parisbouge.com/place/199;145265000;21
Le Grisy Apple's;2 rue du Général de Gaulle, 95810, Grisy les platres, France;;;http://www.parisbouge.com/place/200;134666299;27
Le Palais Maillot;2, place de la porte Maillot, 75017, Paris, France;"Le Palais Maillot (ou Palais M), est un des derniers nés à Paris. Le Palais M est situé sur le parvis du Palais des congrès. Une déco baroque moderne, une mezzanine VIP et un grand dancefloor pour accueillir les ""after work"" les jeudis et les soirées club tous les vendredis et samedis à partir de 23h. Direction Artistique : Alain Corleone. Ambiance au Palais M : House, Hip-Hop & beautiful people... A l'américaine.
Service voiturier.";http://a1.parisbouge-res.cloudinary.com/image/upload/s--hEFDhTAk--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/p7r0lb8kskvwl8fobke0.jpg;http://www.parisbouge.com/place/211;;78
Razowski's;38, place du Marché Saint-Honoré, 75001, Paris, France;"Une devanture élégante qui se marie au côté chic du quartier, Razowski's est l'un des restos les plus en vogue de la place du Marché Saint-Honoré. Sa réputation tient à ses incroyables burgers, qui selon la rumeur, seraient les meilleurs de Paris. Une belle terrasse, peut-être la plus ensoleillée de la place. Razowski's propose une cuisine rapide mais recherchée, d'influence américaine et pour traîner le dimanche, vous pouvez y venir bruncher toute l'après-midi. 
Mini carte lors du service continu de 15h à 18h (une soupe, une assiette de fromage, 2 salades, 1 club et un sandwich)
Comptez environ 15 € pour un plat, 20 € pour le brunch du dimanche.";http://a1.parisbouge-res.cloudinary.com/image/upload/s--mpfD2sIL--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/rmabkohygzjc2uqc0hoy.jpg;http://www.parisbouge.com/place/212;142965320;24
le Montecristo;68, avenue des Champs-Elysées, 75008, paris, France;Le Montecristo est un resto-bar lounge situé sur l’avenue des Champs Elysées. Plus de 600 m2 sont à disposition des parisiens, l’établissement est divisé en deux étages, avec une partie Dance Floor et une partie Pub.;;http://www.parisbouge.com/place/214;;103
Le Régine's;49 Rue de Ponthieu, 75008, Paris, France;"Le Régine's est un club bourré d'histoires et de changements de direction. 
Aujourd'hui, le Régine's est repris par Webecome (Respect, Terrassa...) et offre une toute nouvelle programmation.
Le Régine's accueille des Djs prestigieux tels que Miss Kittin ou Jeff Mills et offre des soirées plus que qualitatives pour un public varié mais néanmoins connaisseur.
Le décor du club reste intemporel et garantit une immersion totale dans ce lieu mythique.
Le Régine's est ouvert les jeudis pour les afterwork ""La French"" et les vendredis et samedis pour des soirées clubbing à partir de 23h30.";http://a2.parisbouge-res.cloudinary.com/image/upload/s--pv1Xry5c--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/pggnfkb8dtbqjfliktsw.jpg;http://www.parisbouge.com/place/221;;125
Poona lounge;25, rue marbeuf, 75008, Paris, France;Situé à proximité des Champs-Elysées, le Poona Lounge est un resto-club qui organise des soirées inspirées des cultures indienne et orientale. Le Poona Lounge dispose d’une superficie de 240 m2 divisée en deux étages.;;http://www.parisbouge.com/place/222;;23
le Pershing Hall;49, rue Pierre Charron, 75008, Paris, France;"Le Pershing Hall est l'un de ces restaurants typiquement luxe (voiturier) et lounge de la capitale qu'on aime fréquenter de temps en temps. Plus que pour sa carte, bien qu'elle soit de qualité, on y va pour la déco, réalisée par le très célèbre architecte Andrée Putman. Quand vous passez la porte du Pershing Hall, vous entrez dans un autre monde : patio ouvert, jardin vertical à plus de 30 m, jardin sauvage avec plus de 300 essences d'arbres et de plantes diverses et variées. Un ascenseur ainsi qu'un majestueux escalier, le tout orné de très longs rideaux de perles vous emmènent à l'espace lounge où tout est glamour : grands vases Murano, miroirs carmins, mur végétal, tons rouge, vert et or... Jolie clientèle, très ""Paris doré"". Bien entendu, les prix de la carte qui propose des plats traditionnels français, sont en rapport avec la déco et l'ambiance, ainsi que la situation de ce restaurant à deux pas des Champs-Elysées.
Le restaurant et le bar du Pershing Hall sont ouverts tous les jours de 18h à 2h du mat.";http://a3.parisbouge-res.cloudinary.com/image/upload/s--qe3gEAiD--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/fdpij3v14x9pk3iueyal.jpg;http://www.parisbouge.com/place/224;158365800;37
Le Bizz'Art;167 quai de valmy, 75010, Paris, France;Situé aux abords du canal Saint-Martin, à quelques mètres de l'hôtel du Nord, le Bizz'Art, ancien Opus, est a mi chemin entre un barn un club et une salle de concert, tout cela autour d'un thème : la soul music.;http://a1.parisbouge-res.cloudinary.com/image/upload/s--eFP4zRh6--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/kcm3dzfaupektakgegji.jpg;http://www.parisbouge.com/place/227;140347000;31
le Réservoir;16, rue de la forge royale, 75011, Paris, France;"Le Réservoir, c'est une ancienne forge post-atomique qui s'est désormais reconvertie en une salle de concerts ou de spectacles, avec une programmation digne des plus grandes.
Restaurant et bar, en attendant l'animation, sont ouverts tous les jours du mardi au samedi à partir de 20h jusque tard dans la nuit. Réservation pour le restaurant fortement recommandée.
Brunch le dimanche de 11h30 à 16h30.";http://a1.parisbouge-res.cloudinary.com/image/upload/s--qbj8ormV--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/aqebw663molzjvturo1n.jpg;http://www.parisbouge.com/place/256;143563960;43
Le Paris Paris;5, avenue de l'opéra, 75001, Paris, France;"ACTUELLEMENT FERME
Anciennement le Paris Paris était un petit club hype électro branché de Paris. Après plusieurs fermetures/ouvertures et changements de direction, le Paris Paris est devenu le Scopitone puis le Scop'Club et actuellement le ParisParis Club.";;http://www.parisbouge.com/place/270;;65
Le River's King;avenue du Président Kennedy, 75016, Paris, France;"Le River's King est un bateau comprenant deux petites salles en cale, une autre salle sur le pont et une grande terrasse. Régulièrement, le bateau Le River's King quitte son quai dans le 16ème arrondissement parisien, pour une petite croisière sur la Seine...
Attention, le quai d'accostage du River's King n'est pas toujours le même, il faut se référer à l'annonce de l'événement sur ParisBouge.com pour connaître le lieu d'embarquement.";http://a4.parisbouge-res.cloudinary.com/image/upload/s--82Dua7oS--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/p3bc2yodtqdgutzezvf7.jpg;http://www.parisbouge.com/place/278;;266
Theo'z Bar;26 rue de la parcheminerie, 75005, Paris, France;Fermé.;;http://www.parisbouge.com/place/289;;37
